"","OTU","phylum","family","genus","soil","Abundace_mean","%","Strain"
"913","ASV4558","Actinobacteria","Microbacteriaceae","Leifsonia","BX+",0.00619063619699304,0.970976253298153,"LMI51"
"914","ASV4558","Actinobacteria","Microbacteriaceae","Leifsonia","BX+",0.00619063619699304,0.970976253298153,"LTA6"
"915","ASV3543","Bacteroidetes","Chitinophagaceae","Chitinophaga","BX+",0.00577512177974188,1,"LMN1"
"916","ASV4405","Proteobacteria","Rhizobiaceae","Neorhizobium","BX+",0.00552402952844875,0.984042553191489,"LMQ1"
"917","ASV4406","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.00552402952844875,0.986842105263158,"LRH12"
"918","ASV4406","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.00552402952844875,0.986842105263158,"LRH13"
"919","ASV4406","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.00552402952844875,0.986842105263158,"LRH11"
"920","ASV4406","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.00552402952844875,0.986842105263158,"LRC7.O"
"921","ASV4406","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.00552402952844875,0.986842105263158,"LRC7.S"
"922","ASV4406","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.00552402952844875,0.984210526315789,"LRH11"
"923","ASV1103","Firmicutes","Bacillaceae","Bacillus","BX+",0.0050218450258625,1,"LME1"
"924","ASV1103","Firmicutes","Bacillaceae","Bacillus","BX+",0.0050218450258625,1,"LME2"
"925","ASV1103","Firmicutes","Bacillaceae","Bacillus","BX+",0.0050218450258625,0.986807387862797,"LBA21"
"926","ASV1103","Firmicutes","Bacillaceae","Bacillus","BX+",0.0050218450258625,0.986807387862797,"LMM1"
"927","ASV1103","Firmicutes","Bacillaceae","Bacillus","BX+",0.0050218450258625,0.986807387862797,"LMP1"
"928","ASV1103","Firmicutes","Bacillaceae","Bacillus","BX+",0.0050218450258625,0.981530343007916,"LMA2"
"929","ASV1103","Firmicutes","Bacillaceae","Bacillus","BX+",0.0050218450258625,0.981530343007916,"LMO1"
"930","ASV1103","Firmicutes","Bacillaceae","Bacillus","BX+",0.0050218450258625,0.976253298153034,"LBA21"
"931","ASV1103","Firmicutes","Bacillaceae","Bacillus","BX+",0.0050218450258625,0.976253298153034,"LMX1"
"932","ASV1103","Firmicutes","Bacillaceae","Bacillus","BX+",0.0050218450258625,0.976253298153034,"LMX8"
"933","ASV1103","Firmicutes","Bacillaceae","Bacillus","BX+",0.0050218450258625,0.973614775725594,"LMJ1"
"934","ASV1103","Firmicutes","Bacillaceae","Bacillus","BX+",0.0050218450258625,0.973614775725594,"LWS11"
"935","ASV1103","Firmicutes","Bacillaceae","Bacillus","BX+",0.0050218450258625,0.970976253298153,"LWS1"
"936","ASV1103","Firmicutes","Bacillaceae","Bacillus","BX+",0.0050218450258625,0.970976253298153,"LWS15"
"937","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.984126984126984,"LPD11"
"938","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.984126984126984,"LPD12"
"939","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.984126984126984,"LMX11"
"940","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.984126984126984,"LMX4"
"941","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.984126984126984,"LMX9"
"942","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.984126984126984,"LBN5"
"943","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.984126984126984,"LTA3"
"944","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.984126984126984,"LWO15"
"945","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.984126984126984,"LWS2.2"
"946","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.981481481481482,"LWO6"
"947","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.981481481481482,"LMS3"
"948","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.981481481481482,"LTA1"
"949","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.976190476190476,"LMY1"
"950","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.976190476190476,"LTA7"
"951","ASV4738","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00477075277456938,0.973544973544973,"LPD12"
"952","ASV2561","Actinobacteria","Microbacteriaceae","Lysinimonas","BX+",0.00462885036189194,0.972027972027972,"LMX3"
"953","ASV2561","Actinobacteria","Microbacteriaceae","Lysinimonas","BX+",0.00462885036189194,0.970976253298153,"LBO11"
"954","ASV5063","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00455970361926475,1,"LPD11"
"955","ASV5063","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00455970361926475,1,"LPD12"
"956","ASV5063","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00455970361926475,1,"LMX11"
"957","ASV5063","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00455970361926475,1,"LMX4"
"958","ASV5063","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00455970361926475,1,"LMX9"
"959","ASV5063","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00455970361926475,1,"LWO6"
"960","ASV5063","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00455970361926475,1,"LBN5"
"961","ASV5063","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00455970361926475,1,"LMS3"
"962","ASV5063","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00455970361926475,1,"LTA3"
"963","ASV5063","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00455970361926475,1,"LWO15"
"964","ASV5063","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00455970361926475,1,"LWS2.2"
"965","ASV5063","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00455970361926475,0.992481203007519,"LMY1"
"966","ASV5063","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00455970361926475,0.992481203007519,"LTA1"
"967","ASV5063","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00455970361926475,0.984962406015038,"LTA7"
"968","ASV6402","Bacteroidetes","Weeksellaceae","Chryseobacterium","BX+",0.00455970361926475,0.983783783783784,"LBN6"
"969","ASV1939","Proteobacteria","Burkholderiaceae","Massilia","BX+",0.00426856827198313,0.970430107526882,"LMS1"
"970","ASV6213","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.00407479512835605,0.976315789473684,"LRH12"
"971","ASV6213","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.00407479512835605,0.976315789473684,"LRH13"
"972","ASV6213","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.00407479512835605,0.976315789473684,"LRH11"
"973","ASV6213","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.00407479512835605,0.976315789473684,"LRC7.O"
"974","ASV6213","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.00407479512835605,0.976315789473684,"LRC7.S"
"975","ASV6213","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.00407479512835605,0.973684210526316,"LRH11"
"976","ASV5447","Deinococcus-Thermus","Deinococcaceae","Deinococcus","BX+",0.00397625607089097,0.997326203208556,"LDE1"
"977","ASV5665","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00338209182379302,1,"LPD11"
"978","ASV5665","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00338209182379302,1,"LPD12"
"979","ASV5665","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00338209182379302,1,"LMX11"
"980","ASV5665","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00338209182379302,1,"LMX4"
"981","ASV5665","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00338209182379302,1,"LMX9"
"982","ASV5665","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00338209182379302,1,"LWO6"
"983","ASV5665","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00338209182379302,1,"LBN5"
"984","ASV5665","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00338209182379302,1,"LMS3"
"985","ASV5665","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00338209182379302,1,"LTA3"
"986","ASV5665","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00338209182379302,1,"LWO15"
"987","ASV5665","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00338209182379302,1,"LWS2.2"
"988","ASV5665","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00338209182379302,0.992619926199262,"LMY1"
"989","ASV5665","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00338209182379302,0.992619926199262,"LTA1"
"990","ASV5665","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00338209182379302,0.985239852398524,"LTA7"
"991","ASV5834","Actinobacteria","Micrococcaceae","Pseudarthrobacter","BX+",0.00310025083847693,0.992084432717678,"LPA2"
"992","ASV5834","Actinobacteria","Micrococcaceae","Pseudarthrobacter","BX+",0.00310025083847693,0.992084432717678,"LPA21"
"993","ASV5834","Actinobacteria","Micrococcaceae","Pseudarthrobacter","BX+",0.00310025083847693,0.992084432717678,"LMD1"
"994","ASV5834","Actinobacteria","Micrococcaceae","Pseudarthrobacter","BX+",0.00310025083847693,0.992084432717678,"LMD2"
"995","ASV5834","Actinobacteria","Micrococcaceae","Pseudarthrobacter","BX+",0.00310025083847693,0.992084432717678,"LBS1"
"996","ASV5834","Actinobacteria","Micrococcaceae","Pseudarthrobacter","BX+",0.00310025083847693,0.989445910290237,"LAR21"
"997","ASV5834","Actinobacteria","Micrococcaceae","Pseudarthrobacter","BX+",0.00310025083847693,0.989445910290237,"LPA2"
"998","ASV5834","Actinobacteria","Micrococcaceae","Pseudarthrobacter","BX+",0.00310025083847693,0.989445910290237,"LPA21"
"999","ASV5834","Actinobacteria","Micrococcaceae","Pseudarthrobacter","BX+",0.00310025083847693,0.989445910290237,"LMX5"
"1000","ASV5834","Actinobacteria","Micrococcaceae","Pseudarthrobacter","BX+",0.00310025083847693,0.981530343007916,"LWH5"
"1001","ASV3198","Actinobacteria","Micrococcaceae","Paenarthrobacter","BX+",0.00281840985316085,1,"LWH5"
"1002","ASV3198","Actinobacteria","Micrococcaceae","Paenarthrobacter","BX+",0.00281840985316085,0.989445910290237,"LPA2"
"1003","ASV3198","Actinobacteria","Micrococcaceae","Paenarthrobacter","BX+",0.00281840985316085,0.989445910290237,"LPA21"
"1004","ASV3198","Actinobacteria","Micrococcaceae","Paenarthrobacter","BX+",0.00281840985316085,0.986807387862797,"LAR21"
"1005","ASV3198","Actinobacteria","Micrococcaceae","Paenarthrobacter","BX+",0.00281840985316085,0.986807387862797,"LPA2"
"1006","ASV3198","Actinobacteria","Micrococcaceae","Paenarthrobacter","BX+",0.00281840985316085,0.986807387862797,"LPA21"
"1007","ASV3198","Actinobacteria","Micrococcaceae","Paenarthrobacter","BX+",0.00281840985316085,0.973614775725594,"LMD1"
"1008","ASV3198","Actinobacteria","Micrococcaceae","Paenarthrobacter","BX+",0.00281840985316085,0.973614775725594,"LMD2"
"1009","ASV3198","Actinobacteria","Micrococcaceae","Paenarthrobacter","BX+",0.00281840985316085,0.973614775725594,"LBS1"
"1010","ASV3198","Actinobacteria","Micrococcaceae","Paenarthrobacter","BX+",0.00281840985316085,0.970976253298153,"LMX5"
"1011","ASV1402","Proteobacteria","Enterobacteriaceae","Enterobacter","BX+",0.00279494080370918,0.989389920424403,"LMZ1"
"1012","ASV1402","Proteobacteria","Enterobacteriaceae","Enterobacter","BX+",0.00279494080370918,0.984084880636605,"LME3"
"1013","ASV1402","Proteobacteria","Enterobacteriaceae","Enterobacter","BX+",0.00279494080370918,0.984084880636605,"LMX9231"
"1014","ASV1402","Proteobacteria","Enterobacteriaceae","Enterobacter","BX+",0.00279494080370918,0.984084880636605,"LMX92"
"1015","ASV4840","Actinobacteria","Streptomycetaceae","Streptomyces","BX+",0.00276201476422438,0.981818181818182,"LMG1"
"1016","ASV4840","Actinobacteria","Streptomycetaceae","Streptomyces","BX+",0.00276201476422438,0.971428571428571,"LMG2"
"1017","ASV7332","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00168321831341525,1,"LPD11"
"1018","ASV7332","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00168321831341525,1,"LPD12"
"1019","ASV7332","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00168321831341525,1,"LMX11"
"1020","ASV7332","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00168321831341525,1,"LMX4"
"1021","ASV7332","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00168321831341525,1,"LMX9"
"1022","ASV7332","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00168321831341525,1,"LWO6"
"1023","ASV7332","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00168321831341525,1,"LBN5"
"1024","ASV7332","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00168321831341525,1,"LMS3"
"1025","ASV7332","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00168321831341525,1,"LTA3"
"1026","ASV7332","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00168321831341525,1,"LWO15"
"1027","ASV7332","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00168321831341525,1,"LWS2.2"
"1028","ASV7332","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00168321831341525,0.992565055762082,"LMY1"
"1029","ASV7332","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00168321831341525,0.992565055762082,"LTA1"
"1030","ASV7332","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00168321831341525,0.985130111524164,"LTA7"
"1031","ASV7061","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.00140920492658042,1,"LSP13"
"1032","ASV7061","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.00140920492658042,1,"LMA1"
"1033","ASV7061","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.00140920492658042,1,"LMC3"
"1034","ASV7061","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.00140920492658042,1,"LBH2"
"1035","ASV7061","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.00140920492658042,1,"LBH3"
"1036","ASV7061","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.00140920492658042,1,"LBH7"
"1037","ASV7061","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.00140920492658042,1,"LBO4"
"1038","ASV7061","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.00140920492658042,1,"LBO6"
"1039","ASV7061","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.00140920492658042,1,"LWH4"
"1040","ASV7061","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.00140920492658042,1,"LWH8"
"1041","ASV7061","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.00140920492658042,1,"LWH9"
"1042","ASV7061","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.00140920492658042,1,"LWS12"
"1043","ASV7061","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.00140920492658042,0.996363636363636,"LWS2"
"1044","ASV7424","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00135826504278535,1,"LPD11"
"1045","ASV7424","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00135826504278535,1,"LPD12"
"1046","ASV7424","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00135826504278535,1,"LMX11"
"1047","ASV7424","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00135826504278535,1,"LMX4"
"1048","ASV7424","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00135826504278535,1,"LMX9"
"1049","ASV7424","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00135826504278535,1,"LWO6"
"1050","ASV7424","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00135826504278535,1,"LBN5"
"1051","ASV7424","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00135826504278535,1,"LMS3"
"1052","ASV7424","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00135826504278535,1,"LTA3"
"1053","ASV7424","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00135826504278535,1,"LWO15"
"1054","ASV7424","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00135826504278535,1,"LWS2.2"
"1055","ASV7424","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00135826504278535,0.993808049535604,"LMY1"
"1056","ASV7424","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00135826504278535,0.993808049535604,"LTA1"
"1057","ASV7424","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.00135826504278535,0.987616099071207,"LTA7"
"1058","ASV7594","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.000841609156707625,1,"LSP13"
"1059","ASV7594","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.000841609156707625,1,"LMA1"
"1060","ASV7594","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.000841609156707625,1,"LMC3"
"1061","ASV7594","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.000841609156707625,1,"LBH2"
"1062","ASV7594","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.000841609156707625,1,"LBH3"
"1063","ASV7594","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.000841609156707625,1,"LBH7"
"1064","ASV7594","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.000841609156707625,1,"LBO4"
"1065","ASV7594","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.000841609156707625,1,"LBO6"
"1066","ASV7594","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.000841609156707625,1,"LWH4"
"1067","ASV7594","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.000841609156707625,1,"LWH8"
"1068","ASV7594","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.000841609156707625,1,"LWH9"
"1069","ASV7594","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.000841609156707625,1,"LWS12"
"1070","ASV7594","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.000841609156707625,0.996363636363636,"LWS2"
"1071","ASV7600","Firmicutes","Bacillaceae","Bacillus","BX+",0.00050218450258625,1,"LMX1"
"1072","ASV7600","Firmicutes","Bacillaceae","Bacillus","BX+",0.00050218450258625,0.993769470404984,"LMX8"
"1073","ASV7600","Firmicutes","Bacillaceae","Bacillus","BX+",0.00050218450258625,0.981308411214953,"LBA21"
"1074","ASV7600","Firmicutes","Bacillaceae","Bacillus","BX+",0.00050218450258625,0.981308411214953,"LMM1"
"1075","ASV7600","Firmicutes","Bacillaceae","Bacillus","BX+",0.00050218450258625,0.981308411214953,"LMP1"
"1076","ASV7600","Firmicutes","Bacillaceae","Bacillus","BX+",0.00050218450258625,0.975077881619938,"LMA2"
"1077","ASV7600","Firmicutes","Bacillaceae","Bacillus","BX+",0.00050218450258625,0.975077881619938,"LMO1"
"1078","ASV7600","Firmicutes","Bacillaceae","Bacillus","BX+",0.00050218450258625,0.975077881619938,"LWS11"
"1079","ASV7600","Firmicutes","Bacillaceae","Bacillus","BX+",0.00050218450258625,0.972049689440994,"LBA20"
"1080","ASV7600","Firmicutes","Bacillaceae","Bacillus","BX+",0.00050218450258625,0.97196261682243,"LME1"
"1081","ASV7600","Firmicutes","Bacillaceae","Bacillus","BX+",0.00050218450258625,0.97196261682243,"LME2"
"1082","ASV7600","Firmicutes","Bacillaceae","Bacillus","BX+",0.00050218450258625,0.97196261682243,"LMJ1"
"1083","ASV1134","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.986807387862797,"LMA2"
"1084","ASV1134","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.986807387862797,"LMO1"
"1085","ASV1134","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.986807387862797,"LWS11"
"1086","ASV1134","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.981530343007916,"LBA21"
"1087","ASV1134","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.981530343007916,"LMM1"
"1088","ASV1134","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.981530343007916,"LMP1"
"1089","ASV1134","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.978891820580475,"LME1"
"1090","ASV1134","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.978891820580475,"LME2"
"1091","ASV1134","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.976253298153034,"LMJ1"
"1092","ASV1134","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.970976253298153,"LBA21"
"1093","ASV1168","Firmicutes","Paenibacillaceae","Paenibacillus","BX+",0,0.986807387862797,"LPE13"
"1094","ASV1168","Firmicutes","Paenibacillaceae","Paenibacillus","BX+",0,0.976253298153034,"LPE13"
"1095","ASV1171","Actinobacteria","Micrococcaceae","Arthrobacter","BX+",0,0.997368421052632,"LAR12"
"1096","ASV1171","Actinobacteria","Micrococcaceae","Arthrobacter","BX+",0,0.979651162790698,"LAR12"
"1097","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.997354497354497,"LPD11"
"1098","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.997354497354497,"LPD12"
"1099","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.997354497354497,"LMX11"
"1100","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.997354497354497,"LMX4"
"1101","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.997354497354497,"LMX9"
"1102","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.997354497354497,"LWO6"
"1103","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.997354497354497,"LBN5"
"1104","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.997354497354497,"LMS3"
"1105","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.997354497354497,"LTA3"
"1106","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.997354497354497,"LWO15"
"1107","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.997354497354497,"LWS2.2"
"1108","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.992063492063492,"LMY1"
"1109","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.992063492063492,"LTA1"
"1110","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.986772486772487,"LPD12"
"1111","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.986772486772487,"LTA7"
"1112","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.970899470899471,"LPD34"
"1113","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.970899470899471,"LST26"
"1114","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.970899470899471,"LPD2"
"1115","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.970899470899471,"LPD21"
"1116","ASV1176","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0,0.970899470899471,"LPB4.O"
"1117","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,1,"LMJ1"
"1118","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.992042440318302,"LBA1"
"1119","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.992042440318302,"LBA112"
"1120","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.992042440318302,"LBA3"
"1121","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.992042440318302,"LBA71"
"1122","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.992042440318302,"LMH1"
"1123","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.992042440318302,"LMW1"
"1124","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.986737400530504,"LWS1"
"1125","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.986737400530504,"LWS15"
"1126","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.984168865435356,"LBA21"
"1127","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.984168865435356,"LMM1"
"1128","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.984168865435356,"LMP1"
"1129","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.981432360742706,"LBA111"
"1130","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.981432360742706,"LBA112"
"1131","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.978779840848806,"LBA18"
"1132","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.978779840848806,"LBA1"
"1133","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.978779840848806,"LBA71"
"1134","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.976127320954907,"LBA3"
"1135","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.973614775725594,"LBA21"
"1136","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.973614775725594,"LME1"
"1137","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.973614775725594,"LME2"
"1138","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.973474801061008,"LMA2"
"1139","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.973474801061008,"LMO1"
"1140","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.973474801061008,"LWS11"
"1141","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.970976253298153,"LMX1"
"1142","ASV1240","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.970976253298153,"LMX8"
"1143","ASV1246","Firmicutes","Bacillaceae","Bacillus","BX+",0,0.984168865435356,"LMX8"
