"","OTU","phylum","family","genus","soil","Abundace_mean","%","Strain"
"420","ASV453","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0450829512815053,0.981530343007916,"LMI14"
"421","ASV453","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0450829512815053,0.981530343007916,"LMI15"
"422","ASV453","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0450829512815053,0.981530343007916,"LMI18"
"423","ASV453","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0450829512815053,0.981530343007916,"LMI51"
"424","ASV453","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0450829512815053,0.981530343007916,"LTA6"
"425","ASV453","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0450829512815053,0.970976253298153,"LMI12"
"426","ASV453","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0450829512815053,0.970976253298153,"LMI21"
"427","ASV453","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0450829512815053,0.970976253298153,"LBO1"
"428","ASV453","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0450829512815053,0.970976253298153,"LWH1"
"429","ASV453","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0450829512815053,0.970976253298153,"LWH3"
"430","ASV453","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0450829512815053,0.970976253298153,"LWH7"
"431","ASV453","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0450829512815053,0.970976253298153,"LWO2"
"432","ASV453","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0450829512815053,0.970976253298153,"LWO8"
"433","ASV453","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0450829512815053,0.970976253298153,"LWS13"
"434","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,1,"LST23"
"435","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,1,"LST12"
"436","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,1,"LST15"
"437","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,1,"LST11"
"438","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,1,"LST13"
"439","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,1,"LST14"
"440","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,1,"LST16"
"441","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,1,"LST17"
"442","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,1,"LST19"
"443","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,1,"LST20"
"444","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,1,"LST24"
"445","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,1,"LST25"
"446","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,1,"LST27"
"447","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,1,"LST60"
"448","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.997361477572559,"LST22"
"449","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST21"
"450","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST28"
"451","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST52"
"452","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST521"
"453","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST61"
"454","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST72"
"455","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST82"
"456","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST11"
"457","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST13"
"458","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST14"
"459","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST16"
"460","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST17"
"461","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST19"
"462","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST20"
"463","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST24"
"464","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST25"
"465","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST27"
"466","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.989445910290237,"LST60"
"467","ASV1112","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","BX+",0.0426567315564273,0.986807387862797,"LST18"
"468","ASV1652","Proteobacteria","Burkholderiaceae","Duganella","BX+",0.0395241558743031,0.983870967741935,"LMU1"
"469","ASV1822","Proteobacteria","Burkholderiaceae",NA,"BX+",0.0394550482228367,0.978494623655914,"LMS1"
"470","ASV1822","Proteobacteria","Burkholderiaceae",NA,"BX+",0.0394550482228367,0.970430107526882,"LMU1"
"471","ASV1366","Proteobacteria","Burkholderiaceae","Herbaspirillum","BX+",0.0370666776932308,0.975806451612903,"LMS1"
"472","ASV1366","Proteobacteria","Burkholderiaceae","Herbaspirillum","BX+",0.0370666776932308,0.970430107526882,"LMU1"
"473","ASV1438","Proteobacteria","Burkholderiaceae","Duganella","BX+",0.036760976098169,0.989247311827957,"LMU1"
"474","ASV1438","Proteobacteria","Burkholderiaceae","Duganella","BX+",0.036760976098169,0.981182795698925,"LMS1"
"475","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,1,"LMX3"
"476","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,1,"LBO11"
"477","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMI62"
"478","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMI11"
"479","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMI13"
"480","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMI14"
"481","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMI15"
"482","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMI18"
"483","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMI51"
"484","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMB2"
"485","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMI1x"
"486","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMI2x"
"487","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMX2"
"488","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMX6"
"489","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMX7"
"490","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LBO3"
"491","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LWH10"
"492","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LWO5"
"493","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LBN1"
"494","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LBN2"
"495","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LBN3"
"496","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LBN4"
"497","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LBN7"
"498","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMS4"
"499","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LMS5"
"500","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LTA2"
"501","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LTA4"
"502","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LWH11"
"503","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LWH12"
"504","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LWH13"
"505","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LWO12"
"506","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LWO13"
"507","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.978891820580475,"LWO14"
"508","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LMI111"
"509","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LMI112"
"510","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LMI121"
"511","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LMI17"
"512","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LMI22"
"513","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LMI32"
"514","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LMI522"
"515","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LMI81"
"516","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LMI11"
"517","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LMI13"
"518","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LMI14"
"519","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LMI15"
"520","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LMI18"
"521","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LMI51"
"522","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.976253298153034,"LTA6"
"523","ASV1163","Actinobacteria","Microbacteriaceae","Microbacterium","BX+",0.0352564391521533,0.973614775725594,"LMI1"
"524","ASV1702","Proteobacteria","Burkholderiaceae","Duganella","BX+",0.0340594860727052,0.983870967741935,"LMU1"
"525","ASV1702","Proteobacteria","Burkholderiaceae","Duganella","BX+",0.0340594860727052,0.981182795698925,"LMS1"
"526","ASV218","Actinobacteria","Micrococcaceae","Arthrobacter","BX+",0.0337315614622739,1,"LAR12"
"527","ASV218","Actinobacteria","Micrococcaceae","Arthrobacter","BX+",0.0337315614622739,0.982558139534884,"LAR12"
"528","ASV1273","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.0317369285577446,0.978947368421053,"LRH12"
"529","ASV1273","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.0317369285577446,0.978947368421053,"LRH13"
"530","ASV1273","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.0317369285577446,0.978947368421053,"LRH11"
"531","ASV1273","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.0317369285577446,0.978947368421053,"LRC7.O"
"532","ASV1273","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.0317369285577446,0.978947368421053,"LRC7.S"
"533","ASV1273","Proteobacteria","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BX+",0.0317369285577446,0.976315789473684,"LRH11"
"534","ASV889","Proteobacteria","Burkholderiaceae","Noviherbaspirillum","BX+",0.0316477097941899,0.975806451612903,"LMU1"
"535","ASV889","Proteobacteria","Burkholderiaceae","Noviherbaspirillum","BX+",0.0316477097941899,0.973118279569892,"LMS1"
"536","ASV653","Proteobacteria","Enterobacteriaceae","Cedecea","BX+",0.0313902359732098,0.992042440318302,"LMZ1"
"537","ASV653","Proteobacteria","Enterobacteriaceae","Cedecea","BX+",0.0313902359732098,0.986737400530504,"LME3"
"538","ASV653","Proteobacteria","Enterobacteriaceae","Cedecea","BX+",0.0313902359732098,0.986737400530504,"LMX9231"
"539","ASV653","Proteobacteria","Enterobacteriaceae","Cedecea","BX+",0.0313902359732098,0.986737400530504,"LMX92"
"540","ASV1751","Proteobacteria","Burkholderiaceae","Duganella","BX+",0.0291077172413427,0.997311827956989,"LMU1"
"541","ASV1751","Proteobacteria","Burkholderiaceae","Duganella","BX+",0.0291077172413427,0.978494623655914,"LMS1"
"542","ASV650","Actinobacteria","Microbacteriaceae","Lysinimonas","BX+",0.0285309869402201,0.973614775725594,"LBO11"
"543","ASV650","Actinobacteria","Microbacteriaceae","Lysinimonas","BX+",0.0285309869402201,0.972027972027972,"LMX3"
"544","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,1,"LPD34"
"545","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,1,"LST26"
"546","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,1,"LPD2"
"547","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,1,"LPD21"
"548","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,1,"LPB4.O"
"549","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.989417989417989,"LPD121"
"550","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.989417989417989,"LPD22"
"551","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.989417989417989,"LPD32"
"552","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.989417989417989,"LPD33"
"553","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.989417989417989,"LPD2"
"554","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.989417989417989,"LPD21"
"555","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.976190476190476,"LTA1"
"556","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.973544973544973,"LPD11"
"557","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.973544973544973,"LPD12"
"558","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.973544973544973,"LMX4"
"559","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.973544973544973,"LMX9"
"560","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.973544973544973,"LTA3"
"561","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.973544973544973,"LWO15"
"562","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.973544973544973,"LWS2.2"
"563","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.970899470899471,"LMX11"
"564","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.970899470899471,"LWO6"
"565","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.970899470899471,"LBN5"
"566","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.970899470899471,"LMS3"
"567","ASV611","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.0283416233030477,0.970899470899471,"LTA7"
"568","ASV753","Actinobacteria","Microbacteriaceae","Lysinimonas","BX+",0.0279649089945563,0.979020979020979,"LMX3"
"569","ASV753","Actinobacteria","Microbacteriaceae","Lysinimonas","BX+",0.0279649089945563,0.973614775725594,"LBO11"
"570","ASV1353","Actinobacteria","Streptomycetaceae","Streptomyces","BX+",0.0279281846679966,0.98961038961039,"LMG1"
"571","ASV1353","Actinobacteria","Streptomycetaceae","Streptomyces","BX+",0.0279281846679966,0.979220779220779,"LMG2"
"572","ASV1353","Actinobacteria","Streptomycetaceae","Streptomyces","BX+",0.0279281846679966,0.976623376623377,"LMF1"
"573","ASV1400","Actinobacteria","Streptomycetaceae","Streptomyces","BX+",0.0277225139342739,0.979220779220779,"LMG1"
"574","ASV1400","Actinobacteria","Streptomycetaceae","Streptomyces","BX+",0.0277225139342739,0.979220779220779,"LMG2"
"575","ASV1400","Actinobacteria","Streptomycetaceae","Streptomyces","BX+",0.0277225139342739,0.971428571428571,"LMF1"
"576","ASV875","Proteobacteria","Sphingomonadaceae","Sphingobium","BX+",0.0271997074100421,0.978947368421053,"LWS2"
"577","ASV2283","Proteobacteria","Burkholderiaceae",NA,"BX+",0.0263033654818911,0.978494623655914,"LMS1"
"578","ASV2283","Proteobacteria","Burkholderiaceae",NA,"BX+",0.0263033654818911,0.970430107526882,"LMU1"
"579","ASV682","Firmicutes","Bacillaceae","Bacillus","BX+",0.0250808984558462,0.981530343007916,"LMX1"
"580","ASV682","Firmicutes","Bacillaceae","Bacillus","BX+",0.0250808984558462,0.978891820580475,"LBA21"
"581","ASV682","Firmicutes","Bacillaceae","Bacillus","BX+",0.0250808984558462,0.978891820580475,"LMM1"
"582","ASV682","Firmicutes","Bacillaceae","Bacillus","BX+",0.0250808984558462,0.978891820580475,"LMP1"
"583","ASV682","Firmicutes","Bacillaceae","Bacillus","BX+",0.0250808984558462,0.978891820580475,"LMX8"
"584","ASV682","Firmicutes","Bacillaceae","Bacillus","BX+",0.0250808984558462,0.976253298153034,"LWS11"
"585","ASV682","Firmicutes","Bacillaceae","Bacillus","BX+",0.0250808984558462,0.973614775725594,"LMA2"
"586","ASV682","Firmicutes","Bacillaceae","Bacillus","BX+",0.0250808984558462,0.973614775725594,"LME1"
"587","ASV682","Firmicutes","Bacillaceae","Bacillus","BX+",0.0250808984558462,0.973614775725594,"LME2"
"588","ASV682","Firmicutes","Bacillaceae","Bacillus","BX+",0.0250808984558462,0.973614775725594,"LMO1"
"589","ASV2152","Deinococcus-Thermus","Deinococcaceae","Deinococcus","BX+",0.0249936095884575,0.997326203208556,"LDE1"
"590","ASV1443","Proteobacteria","Enterobacteriaceae","Cedecea","BX+",0.0247041923328729,0.997347480106101,"LME3"
"591","ASV1443","Proteobacteria","Enterobacteriaceae","Cedecea","BX+",0.0247041923328729,0.997347480106101,"LMZ1"
"592","ASV1443","Proteobacteria","Enterobacteriaceae","Cedecea","BX+",0.0247041923328729,0.997347480106101,"LMX9231"
"593","ASV1443","Proteobacteria","Enterobacteriaceae","Cedecea","BX+",0.0247041923328729,0.997347480106101,"LMX92"
"594","ASV2670","Proteobacteria","Burkholderiaceae",NA,"BX+",0.0212758284951859,0.975806451612903,"LMS1"
"595","ASV2670","Proteobacteria","Burkholderiaceae",NA,"BX+",0.0212758284951859,0.973118279569892,"LMU1"
"596","ASV1301","Proteobacteria","Burkholderiaceae","Duganella","BX+",0.0198333994446648,0.978494623655914,"LMS1"
"597","ASV1301","Proteobacteria","Burkholderiaceae","Duganella","BX+",0.0198333994446648,0.975806451612903,"LMU1"
"598","ASV2086","Proteobacteria","Burkholderiaceae","Duganella","BX+",0.0191651870014938,0.973118279569892,"LMS1"
"599","ASV2086","Proteobacteria","Burkholderiaceae","Duganella","BX+",0.0191651870014938,0.970430107526882,"LMU1"
"600","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,1,"LBA1"
"601","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,1,"LBA112"
"602","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,1,"LBA3"
"603","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,1,"LBA71"
"604","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,1,"LMH1"
"605","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,1,"LMW1"
"606","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,0.994694960212202,"LWS1"
"607","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,0.994694960212202,"LWS15"
"608","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,0.992042440318302,"LMJ1"
"609","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,0.989389920424403,"LBA111"
"610","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,0.989389920424403,"LBA112"
"611","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,0.986737400530504,"LBA18"
"612","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,0.986737400530504,"LBA1"
"613","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,0.986737400530504,"LBA71"
"614","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,0.984084880636605,"LBA3"
"615","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,0.976253298153034,"LBA21"
"616","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,0.976253298153034,"LMM1"
"617","ASV199","Firmicutes","Bacillaceae","Bacillus","BX+",0.0178683345948719,0.976253298153034,"LMP1"
"618","ASV335","Firmicutes","Bacillaceae","Bacillus","BX+",0.0175703169172935,1,"LME1"
"619","ASV335","Firmicutes","Bacillaceae","Bacillus","BX+",0.0175703169172935,1,"LME2"
"620","ASV335","Firmicutes","Bacillaceae","Bacillus","BX+",0.0175703169172935,0.984168865435356,"LBA21"
"621","ASV335","Firmicutes","Bacillaceae","Bacillus","BX+",0.0175703169172935,0.984168865435356,"LMM1"
"622","ASV335","Firmicutes","Bacillaceae","Bacillus","BX+",0.0175703169172935,0.984168865435356,"LMP1"
"623","ASV335","Firmicutes","Bacillaceae","Bacillus","BX+",0.0175703169172935,0.976253298153034,"LMX1"
"624","ASV335","Firmicutes","Bacillaceae","Bacillus","BX+",0.0175703169172935,0.973614775725594,"LBA21"
"625","ASV335","Firmicutes","Bacillaceae","Bacillus","BX+",0.0175703169172935,0.973614775725594,"LMA2"
"626","ASV335","Firmicutes","Bacillaceae","Bacillus","BX+",0.0175703169172935,0.973614775725594,"LMJ1"
"627","ASV335","Firmicutes","Bacillaceae","Bacillus","BX+",0.0175703169172935,0.973614775725594,"LMX8"
"628","ASV335","Firmicutes","Bacillaceae","Bacillus","BX+",0.0175703169172935,0.973614775725594,"LWS11"
"629","ASV335","Firmicutes","Bacillaceae","Bacillus","BX+",0.0175703169172935,0.970976253298153,"LMO1"
"630","ASV335","Firmicutes","Bacillaceae","Bacillus","BX+",0.0175703169172935,0.970976253298153,"LWS1"
"631","ASV335","Firmicutes","Bacillaceae","Bacillus","BX+",0.0175703169172935,0.970976253298153,"LWS15"
"632","ASV2886","Proteobacteria","Burkholderiaceae","Duganella","BX+",0.016861131719161,0.989247311827957,"LMU1"
"633","ASV2886","Proteobacteria","Burkholderiaceae","Duganella","BX+",0.016861131719161,0.975806451612903,"LMS1"
"634","ASV3150","Proteobacteria","Burkholderiaceae","Herminiimonas","BX+",0.0164472728567477,0.970430107526882,"LMS1"
"635","ASV1172","Proteobacteria","Rhizobiaceae",NA,"BX+",0.0163270461884113,0.976063829787234,"LMQ1"
"636","ASV1360","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.01606990408276,0.997354497354497,"LPD11"
"637","ASV1360","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.01606990408276,0.997354497354497,"LPD12"
"638","ASV1360","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.01606990408276,0.997354497354497,"LMX11"
"639","ASV1360","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.01606990408276,0.997354497354497,"LMX4"
"640","ASV1360","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.01606990408276,0.997354497354497,"LMX9"
"641","ASV1360","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.01606990408276,0.997354497354497,"LBN5"
"642","ASV1360","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.01606990408276,0.997354497354497,"LTA3"
"643","ASV1360","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.01606990408276,0.997354497354497,"LWO15"
"644","ASV1360","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.01606990408276,0.997354497354497,"LWS2.2"
"645","ASV1360","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.01606990408276,0.994708994708995,"LWO6"
"646","ASV1360","Proteobacteria","Pseudomonadaceae","Pseudomonas","BX+",0.01606990408276,0.994708994708995,"LMS3"
