"","X","X.","Name","Type","Std..Conc","RT","Area","IS.Area","Response","Detection.Flags","ng.mL","X.Dev","Compound","X0","Treat"
"1",1,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"MBOA-Glc",0,NA
"2",2,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"HMPMA",0,NA
"3",3,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"DIMBOA-Glc",0,NA
"4",4,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"HMBOA",0,NA
"5",5,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"DIMBOA",0,NA
"6",6,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"BOA",0,NA
"7",7,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"HDMBOA-Glc",0,NA
"8",8,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"MBOA",0,NA
"9",9,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"APO",0,NA
"10",10,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"AMPO",0,NA
"11",11,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"AAMPO",0,NA
"12",12,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"HBOA-Glc",0,NA
"13",13,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"DIBOA-Glc",0,NA
"14",14,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"HMBOA-Glc",0,NA
"15",15,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"HM2BOA-Glc",0,NA
"16",16,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"DIM2BOA-Glc",0,NA
"17",17,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"HDM2BOA-Glc",0,NA
"18",18,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"MHPA",0,NA
"19",19,1,"20220203_MH_LT_Microbact_metabolites_Blank_01","Blank",0,0,0,0,0,"0",0,0,"MAPH",0,NA
"20",20,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"MBOA-Glc",0,NA
"21",21,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"HMPMA",0,NA
"22",22,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"DIMBOA-Glc",0,NA
"23",23,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"HMBOA",0,NA
"24",24,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"DIMBOA",0,NA
"25",25,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"BOA",0,NA
"26",26,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"HDMBOA-Glc",0,NA
"27",27,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"MBOA",0,NA
"28",28,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"APO",0,NA
"29",29,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"AMPO",0,NA
"30",30,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"AAMPO",0,NA
"31",31,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"HBOA-Glc",0,NA
"32",32,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"DIBOA-Glc",0,NA
"33",33,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"HMBOA-Glc",0,NA
"34",34,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"HM2BOA-Glc",0,NA
"35",35,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"DIM2BOA-Glc",0,NA
"36",36,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"HDM2BOA-Glc",0,NA
"37",37,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,0,0,0,0,"0",0,0,"MHPA",0,NA
"38",38,2,"20220203_MH_LT_Microbact_metabolites_Blank_02","Blank",0,1.29,2.57,0,2.57,"bbI",0,0,"MAPH",0,NA
"39",39,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"MBOA-Glc",0,NA
"40",40,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"HMPMA",0,NA
"41",41,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"DIMBOA-Glc",0,NA
"42",42,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,3.06,2.565,0,2.565,"bd",4.4,0,"HMBOA",0,NA
"43",43,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"DIMBOA",0,NA
"44",44,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,3.41,3.292,0,3.292,"bb",3.5,0,"BOA",0,NA
"45",45,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"HDMBOA-Glc",0,NA
"46",46,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"MBOA",0,NA
"47",47,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"APO",0,NA
"48",48,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"AMPO",0,NA
"49",49,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"AAMPO",0,NA
"50",50,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"HBOA-Glc",0,NA
"51",51,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"DIBOA-Glc",0,NA
"52",52,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"HMBOA-Glc",0,NA
"53",53,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"HM2BOA-Glc",0,NA
"54",54,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,2.79,2.349,0,2.349,"bbI",0,0,"DIM2BOA-Glc",0,NA
"55",55,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"HDM2BOA-Glc",0,NA
"56",56,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"MHPA",0,NA
"57",57,152,"20220203_MH_LT_Microbact_metabolites_Blank_03","Blank",0,0,0,0,0,"0",0,0,"MAPH",0,NA
"58",58,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"MBOA-Glc",0,NA
"59",59,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"HMPMA",0,NA
"60",60,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"DIMBOA-Glc",0,NA
"61",61,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"HMBOA",0,NA
"62",62,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"DIMBOA",0,NA
"63",63,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"BOA",0,NA
"64",64,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"HDMBOA-Glc",0,NA
"65",65,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"MBOA",0,NA
"66",66,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"APO",0,NA
"67",67,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"AMPO",0,NA
"68",68,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"AAMPO",0,NA
"69",69,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"HBOA-Glc",0,NA
"70",70,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"DIBOA-Glc",0,NA
"71",71,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"HMBOA-Glc",0,NA
"72",72,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"HM2BOA-Glc",0,NA
"73",73,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"DIM2BOA-Glc",0,NA
"74",74,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"HDM2BOA-Glc",0,NA
"75",75,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,0,0,0,0,"0",0,0,"MHPA",0,NA
"76",76,153,"20220203_MH_LT_Microbact_metabolites_Blank_04","Blank",0,1.25,3.814,0,3.814,"bbI",0,0,"MAPH",0,NA
"77",77,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,2.66,4.978,0,4.978,"bb",9.8,0,"MBOA-Glc",0,"DMSO"
"78",78,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"HMPMA",0,"DMSO"
"79",79,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"DIMBOA-Glc",0,"DMSO"
"80",80,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"HMBOA",0,"DMSO"
"81",81,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"DIMBOA",0,"DMSO"
"82",82,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"BOA",0,"DMSO"
"83",83,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"HDMBOA-Glc",0,"DMSO"
"84",84,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,3.62,2.386,0,2.386,"bb",5.1,0,"MBOA",0,"DMSO"
"85",85,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"APO",0,"DMSO"
"86",86,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"AMPO",0,"DMSO"
"87",87,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"AAMPO",0,"DMSO"
"88",88,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"HBOA-Glc",0,"DMSO"
"89",89,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"DIBOA-Glc",0,"DMSO"
"90",90,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"HMBOA-Glc",0,"DMSO"
"91",91,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"HM2BOA-Glc",0,"DMSO"
"92",92,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"DIM2BOA-Glc",0,"DMSO"
"93",93,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,0,0,0,0,"0",0,0,"HDM2BOA-Glc",0,"DMSO"
"94",94,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,2.89,4.257,0,4.257,"bbI",0,0,"MHPA",0,"DMSO"
"95",95,120,"20220203_MH_LT_Microbact_metabolites_LBN7_D","Analyte",0,1.29,7.441,0,7.441,"bb",646.7,0,"MAPH",0,"DMSO"
"96",96,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,2.65,3.314,0,3.314,"bb",8.2,0,"MBOA-Glc",0,"DMG"
"97",97,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,2.72,2.741,0,2.741,"bb",5.3,0,"HMPMA",0,"DMG"
"98",98,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,2.71,351.669,0,351.669,"bb",656.7,0,"DIMBOA-Glc",0,"DMG"
"99",99,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,3.02,40.391,0,40.391,"bb",13.7,0,"HMBOA",0,"DMG"
"100",100,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,3.09,31.73,0,31.73,"bb",29,0,"DIMBOA",0,"DMG"
"101",101,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,3.38,2.602,0,2.602,"db",3.4,0,"BOA",0,"DMG"
"102",102,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,0,0,0,0,"0",0,0,"HDMBOA-Glc",0,"DMG"
"103",103,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,3.74,3.441,0,3.441,"db",5.2,0,"MBOA",0,"DMG"
"104",104,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,0,0,0,0,"0",0,0,"APO",0,"DMG"
"105",105,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,5.04,8.677,0,8.677,"MMI",0,0,"AMPO",0,"DMG"
"106",106,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,0,0,0,0,"0",0,0,"AAMPO",0,"DMG"
"107",107,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,0,0,0,0,"0",0,0,"HBOA-Glc",0,"DMG"
"108",108,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,0,0,0,0,"0",0,0,"DIBOA-Glc",0,"DMG"
"109",109,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,0,0,0,0,"0",0,0,"HMBOA-Glc",0,"DMG"
"110",110,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,0,0,0,0,"0",0,0,"HM2BOA-Glc",0,"DMG"
"111",111,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,2.73,182.477,0,182.477,"bb",2702.3,0,"DIM2BOA-Glc",0,"DMG"
"112",112,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,0,0,0,0,"0",0,0,"HDM2BOA-Glc",0,"DMG"
"113",113,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,2.88,9.164,0,9.164,"bbI",0,0,"MHPA",0,"DMG"
"114",114,113,"20220203_MH_LT_Microbact_metabolites_LBN7_G","Analyte",0,0,0,0,0,"0",0,0,"MAPH",0,"DMG"
"115",115,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,2.65,3.41,0,3.41,"bb",8.3,0,"MBOA-Glc",0,"DMSO"
"116",116,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"HMPMA",0,"DMSO"
"117",117,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"DIMBOA-Glc",0,"DMSO"
"118",118,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"HMBOA",0,"DMSO"
"119",119,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"DIMBOA",0,"DMSO"
"120",120,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"BOA",0,"DMSO"
"121",121,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"HDMBOA-Glc",0,"DMSO"
"122",122,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"MBOA",0,"DMSO"
"123",123,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"APO",0,"DMSO"
"124",124,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"AMPO",0,"DMSO"
"125",125,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"AAMPO",0,"DMSO"
"126",126,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"HBOA-Glc",0,"DMSO"
"127",127,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"DIBOA-Glc",0,"DMSO"
"128",128,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"HMBOA-Glc",0,"DMSO"
"129",129,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"HM2BOA-Glc",0,"DMSO"
"130",130,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"DIM2BOA-Glc",0,"DMSO"
"131",131,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"HDM2BOA-Glc",0,"DMSO"
"132",132,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,2.89,6.804,0,6.804,"bbI",0,0,"MHPA",0,"DMSO"
"133",133,66,"20220203_MH_LT_Microbact_metabolites_Leaf1_D","Analyte",0,0,0,0,0,"0",0,0,"MAPH",0,"DMSO"
"134",134,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,2.65,2.376,0,2.376,"bb",7.2,0,"MBOA-Glc",0,"DMG"
"135",135,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,0,0,0,0,"0",0,0,"HMPMA",0,"DMG"
"136",136,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,0,0,0,0,"0",0,0,"DIMBOA-Glc",0,"DMG"
"137",137,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,3.02,319.967,0,319.967,"bb",82.7,0,"HMBOA",0,"DMG"
"138",138,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,3.1,34.645,0,34.645,"bb",31.3,0,"DIMBOA",0,"DMG"
"139",139,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,3.48,17.22,0,17.22,"bb",5.5,0,"BOA",0,"DMG"
"140",140,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,0,0,0,0,"0",0,0,"HDMBOA-Glc",0,"DMG"
"141",141,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,3.74,4468.666,0,4468.666,"bb",423.6,0,"MBOA",0,"DMG"
"142",142,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,0,0,0,0,"0",0,0,"APO",0,"DMG"
"143",143,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,0,0,0,0,"0",0,0,"AMPO",0,"DMG"
"144",144,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,0,0,0,0,"0",0,0,"AAMPO",0,"DMG"
"145",145,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,0,0,0,0,"0",0,0,"HBOA-Glc",0,"DMG"
"146",146,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,0,0,0,0,"0",0,0,"DIBOA-Glc",0,"DMG"
"147",147,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,0,0,0,0,"0",0,0,"HMBOA-Glc",0,"DMG"
"148",148,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,0,0,0,0,"0",0,0,"HM2BOA-Glc",0,"DMG"
"149",149,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,2.71,2.954,0,2.954,"bbI",0,0,"DIM2BOA-Glc",0,"DMG"
"150",150,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,0,0,0,0,"0",0,0,"HDM2BOA-Glc",0,"DMG"
"151",151,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,2.89,42.388,0,42.388,"bb",0.8,0,"MHPA",0,"DMG"
"152",152,115,"20220203_MH_LT_Microbact_metabolites_Leaf1_G","Analyte",0,1.27,17.946,0,17.946,"bb",4215.6,0,"MAPH",0,"DMG"
"153",153,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"MBOA-Glc",0,"DMSO"
"154",154,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"HMPMA",0,"DMSO"
"155",155,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"DIMBOA-Glc",0,"DMSO"
"156",156,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"HMBOA",0,"DMSO"
"157",157,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"DIMBOA",0,"DMSO"
"158",158,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,3.4,5.227,0,5.227,"bb",3.7,0,"BOA",0,"DMSO"
"159",159,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"HDMBOA-Glc",0,"DMSO"
"160",160,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"MBOA",0,"DMSO"
"161",161,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"APO",0,"DMSO"
"162",162,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"AMPO",0,"DMSO"
"163",163,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"AAMPO",0,"DMSO"
"164",164,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"HBOA-Glc",0,"DMSO"
"165",165,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"DIBOA-Glc",0,"DMSO"
"166",166,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"HMBOA-Glc",0,"DMSO"
"167",167,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"HM2BOA-Glc",0,"DMSO"
"168",168,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"DIM2BOA-Glc",0,"DMSO"
"169",169,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"HDM2BOA-Glc",0,"DMSO"
"170",170,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,2.89,3.468,0,3.468,"bbI",0,0,"MHPA",0,"DMSO"
"171",171,53,"20220203_MH_LT_Microbact_metabolites_Leaf151_D","Analyte",0,0,0,0,0,"0",0,0,"MAPH",0,"DMSO"
"172",172,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,0,0,0,0,"0",0,0,"MBOA-Glc",0,"DMG"
"173",173,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,2.73,6.016,0,6.016,"dd",7.8,0,"HMPMA",0,"DMG"
"174",174,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,2.71,205.595,0,205.595,"bb",384,0,"DIMBOA-Glc",0,"DMG"
"175",175,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,3.02,481.974,0,481.974,"bb",122.7,0,"HMBOA",0,"DMG"
"176",176,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,3.09,53.097,0,53.097,"bb",46.1,0,"DIMBOA",0,"DMG"
"177",177,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,3.48,18.393,0,18.393,"bb",5.7,0,"BOA",0,"DMG"
"178",178,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,0,0,0,0,"0",0,0,"HDMBOA-Glc",0,"DMG"
"179",179,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,3.74,3628.04,0,3628.04,"bb",344.8,0,"MBOA",0,"DMG"
"180",180,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,0,0,0,0,"0",0,0,"APO",0,"DMG"
"181",181,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,5.04,5.026,0,5.026,"MMI",0,0,"AMPO",0,"DMG"
"182",182,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,0,0,0,0,"0",0,0,"AAMPO",0,"DMG"
"183",183,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,0,0,0,0,"0",0,0,"HBOA-Glc",0,"DMG"
"184",184,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,0,0,0,0,"0",0,0,"DIBOA-Glc",0,"DMG"
"185",185,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,0,0,0,0,"0",0,0,"HMBOA-Glc",0,"DMG"
"186",186,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,0,0,0,0,"0",0,0,"HM2BOA-Glc",0,"DMG"
"187",187,62,"20220203_MH_LT_Microbact_metabolites_Leaf151_G","Analyte",0,2.73,341.371,0,341.371,"bb",5107.4,0,"DIM2BOA-Glc",0,"DMG"
