"","#","Name","Type","Std_conc","RT","Area","IS Area","Response","Detection Flags","ng/mL","%Dev","Compound"
"1299","85","Pool_05","QC","0.000","3.20","4.897",0,"4.897","db","142.7","0","HDM2BOA-Glc"
"1300","105","Pool_06","QC","0.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1301","125","Pool_07","QC","0.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1302","141","Pool_08","QC","0.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1303","142","PM11xStds_5ng_2","Standard","5.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1304","143","PM11xStds_10ng_2","Standard","10.000","3.30","2.171",0,"2.171","bb","11.0","9.8","HDM2BOA-Glc"
"1305","144","PM11xStds_50ng_2","Standard","50.000","3.28","2.631",0,"2.631","bb","33.2","-33.6","HDM2BOA-Glc"
"1306","145","PM11xStds_200ng_2","Standard","200.000","3.28","5.031",0,"5.031","bb","149.2","-25.4","HDM2BOA-Glc"
"1307","146","PM11xStds_400ng_2","Standard","400.000","3.28","12.014",0,"12.014","bb","486.7","21.7","HDM2BOA-Glc"
"1308","147","MHPA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1309","148","MHPA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1310","149","MHPA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1311","150","MHPA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1312","151","MHPA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1313","152","VAA_40ngml_2","Standard","40.000","3.23","3.083",0,"3.083","bb","55.1","37.6","HDM2BOA-Glc"
"1314","153","VAA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1315","154","VAA_200ngml_2","Standard","200.000","3.18","2.953",0,"2.953","bb","48.8","-75.6","HDM2BOA-Glc"
"1316","155","VAA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1317","156","VAA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1318","157","Blank_04","Blank","0","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1319","158","Blank_05","Blank","0","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1320","1","Blank_01","Blank","0","2.94","2.050",0,"2.050","bbI","0.0","0","HMPAA"
"1321","2","Blank_02","Blank","0","0","0",0,"0","0","0","0","HMPAA"
"1322","3","QC_RefSample_0102","QC","0.000","0","0",0,"0","0","0","0","HMPAA"
"1323","4","Pool_01","QC","0.000","2.87","50.912",0,"50.912","bbI","0.0","0","HMPAA"
"1324","6","Blank_03","Blank","0","0","0",0,"0","0","0","0","HMPAA"
"1325","25","Pool_02","QC","0.000","2.88","48.539",0,"48.539","bbI","0.0","0","HMPAA"
"1326","45","Pool_03","QC","0.000","2.88","73.029",0,"73.029","bbI","0.0","0","HMPAA"
"1327","65","Pool_04","QC","0.000","2.88","75.804",0,"75.804","bbI","0.0","0","HMPAA"
"1328","66","PM11xStds_5ng_1","Standard","5.000","0","0",0,"0","0","0","0","HMPAA"
"1329","67","PM11xStds_10ng_1","Standard","10.000","0","0",0,"0","0","0","0","HMPAA"
"1330","68","PM11xStds_50ng_1","Standard","50.000","0","0",0,"0","0","0","0","HMPAA"
"1331","69","PM11xStds_200ng_1","Standard","200.000","2.87","7.568",0,"7.568","bbI","0.0","-100.0","HMPAA"
"1332","70","PM11xStds_400ng_1","Standard","400.000","2.88","11.519",0,"11.519","bbI","0.0","-100.0","HMPAA"
"1333","71","MHPA_40ngml_1","Standard","40.000","2.89","3419.937",0,"3419.937","bb","65.0","62.6","HMPAA"
"1334","72","MHPA_100ngml_1","Standard","100.000","2.88","10442.557",0,"10442.557","bb","214.3","114.3","HMPAA"
"1335","73","MHPA_200ngml_1","Standard","200.000","2.89","19688.393",0,"19688.393","bb","410.8","105.4","HMPAA"
"1336","74","MHPA_500ngml_1","Standard","500.000","2.89","30869.283",0,"30869.283","bb","648.5","29.7","HMPAA"
"1337","75","MHPA_1000ngml_1","Standard","1000.000","2.89","58763.492",0,"58763.492","bb","1241.4","24.1","HMPAA"
"1338","76","VAA_40ngml_1","Standard","40.000","2.87","2.803",0,"2.803","bbI","0.0","-100.0","HMPAA"
"1339","77","VAA_100ngml_1","Standard","100.000","2.96","3.548",0,"3.548","bbI","0.0","-100.0","HMPAA"
"1340","78","VAA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","HMPAA"
"1341","79","VAA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","HMPAA"
"1342","80","VAA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","HMPAA"
"1343","85","Pool_05","QC","0.000","2.89","64.634",0,"64.634","bbI","0.0","0","HMPAA"
"1344","105","Pool_06","QC","0.000","2.88","67.672",0,"67.672","bbI","0.0","0","HMPAA"
"1345","125","Pool_07","QC","0.000","2.88","67.710",0,"67.710","bbI","0.0","0","HMPAA"
"1346","141","Pool_08","QC","0.000","2.88","60.692",0,"60.692","bbI","0.0","0","HMPAA"
"1347","142","PM11xStds_5ng_2","Standard","5.000","0","0",0,"0","0","0","0","HMPAA"
"1348","143","PM11xStds_10ng_2","Standard","10.000","0","0",0,"0","0","0","0","HMPAA"
"1349","144","PM11xStds_50ng_2","Standard","50.000","0","0",0,"0","0","0","0","HMPAA"
"1350","145","PM11xStds_200ng_2","Standard","200.000","2.88","5.097",0,"5.097","bbI","0.0","-100.0","HMPAA"
"1351","146","PM11xStds_400ng_2","Standard","400.000","2.89","9.214",0,"9.214","bbI","0.0","-100.0","HMPAA"
"1352","147","MHPA_40ngml_2","Standard","40.000","2.89","3261.314",0,"3261.314","bb","61.7","54.1","HMPAA"
"1353","148","MHPA_100ngml_2","Standard","100.000","2.89","10002.395",0,"10002.395","bb","204.9","104.9","HMPAA"
"1354","149","MHPA_200ngml_2","Standard","200.000","2.89","18967.580",0,"18967.580","bb","395.5","97.8","HMPAA"
"1355","150","MHPA_500ngml_2","Standard","500.000","2.89","29790.908",0,"29790.908","bb","625.6","25.1","HMPAA"
"1356","151","MHPA_1000ngml_2","Standard","1000.000","2.89","56691.324",0,"56691.324","bb","1197.4","19.7","HMPAA"
"1357","152","VAA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","HMPAA"
"1358","153","VAA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","HMPAA"
"1359","154","VAA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","HMPAA"
"1360","155","VAA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","HMPAA"
"1361","156","VAA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","HMPAA"
"1362","157","Blank_04","Blank","0","0","0",0,"0","0","0","0","HMPAA"
"1363","158","Blank_05","Blank","0","0","0",0,"0","0","0","0","HMPAA"
"1364","1","Blank_01","Blank","0","1.24","3.592",0,"3.592","dbI","0.0","0","MAPH"
"1365","2","Blank_02","Blank","0","0","0",0,"0","0","0","0","MAPH"
"1366","3","QC_RefSample_0102","QC","0.000","1.25","5.044",0,"5.044","bbI","0.0","0","MAPH"
"1367","4","Pool_01","QC","0.000","1.28","21.545",0,"21.545","bb","4837.8","0","MAPH"
"1368","6","Blank_03","Blank","0","0","0",0,"0","0","0","0","MAPH"
"1369","25","Pool_02","QC","0.000","1.27","14.781",0,"14.781","bb","2666.9","0","MAPH"
"1370","45","Pool_03","QC","0.000","1.24","7.192",0,"7.192","dd","231.3","0","MAPH"
"1371","65","Pool_04","QC","0.000","1.31","4.630",0,"4.630","bbI","0.0","0","MAPH"
"1372","66","PM11xStds_5ng_1","Standard","5.000","1.24","6.945",0,"6.945","bb","152.1","2941.3","MAPH"
"1373","67","PM11xStds_10ng_1","Standard","10.000","0","0",0,"0","0","0","0","MAPH"
"1374","68","PM11xStds_50ng_1","Standard","50.000","1.32","8.560",0,"8.560","db","670.4","1240.8","MAPH"
"1375","69","PM11xStds_200ng_1","Standard","200.000","1.29","11.205",0,"11.205","bb","1519.3","659.6","MAPH"
"1376","70","PM11xStds_400ng_1","Standard","400.000","1.1399999999999999","3.724",0,"3.724","bbI","0.0","-100.0","MAPH"
"1377","71","MHPA_40ngml_1","Standard","40.000","1.31","10.106",0,"10.106","bb","1166.6","2816.4","MAPH"
"1378","72","MHPA_100ngml_1","Standard","100.000","1.22","3.839",0,"3.839","dbI","0.0","-100.0","MAPH"
"1379","73","MHPA_200ngml_1","Standard","200.000","1.24","4.144",0,"4.144","bbI","0.0","-100.0","MAPH"
"1380","74","MHPA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","MAPH"
"1381","75","MHPA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","MAPH"
"1382","76","VAA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","MAPH"
"1383","77","VAA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","MAPH"
"1384","78","VAA_200ngml_1","Standard","200.000","1.21","2.153",0,"2.153","bbI","0.0","-100.0","MAPH"
"1385","79","VAA_500ngml_1","Standard","500.000","1.18","6.416",0,"6.416","dbI","0.0","-100.0","MAPH"
"1386","80","VAA_1000ngml_1","Standard","1000.000","1.25","3.711",0,"3.711","dbI","0.0","-100.0","MAPH"
"1387","85","Pool_05","QC","0.000","1.25","12.729",0,"12.729","bb","2008.4","0","MAPH"
"1388","105","Pool_06","QC","0.000","1.26","17.246",0,"17.246","bb","3458.1","0","MAPH"
"1389","125","Pool_07","QC","0.000","1.17","8.543",0,"8.543","bb","664.9","0","MAPH"
"1390","141","Pool_08","QC","0.000","1.21","25.653",0,"25.653","bb","6156.2","0","MAPH"
"1391","142","PM11xStds_5ng_2","Standard","5.000","1.24","4.438",0,"4.438","bbI","0.0","-100.0","MAPH"
"1392","143","PM11xStds_10ng_2","Standard","10.000","1.19","7.402",0,"7.402","bb","298.7","2887.3","MAPH"
"1393","144","PM11xStds_50ng_2","Standard","50.000","0","0",0,"0","0","0","0","MAPH"
"1394","145","PM11xStds_200ng_2","Standard","200.000","1.22","9.180",0,"9.180","db","869.4","334.7","MAPH"
"1395","146","PM11xStds_400ng_2","Standard","400.000","1.18","11.971",0,"11.971","bd","1765.1","341.3","MAPH"
"1396","147","MHPA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","MAPH"
"1397","148","MHPA_100ngml_2","Standard","100.000","1.27","7.859",0,"7.859","bd","445.4","345.4","MAPH"
"1398","149","MHPA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","MAPH"
"1399","150","MHPA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","MAPH"
"1400","151","MHPA_1000ngml_2","Standard","1000.000","1.16","6.160",0,"6.160","bdI","0.0","-100.0","MAPH"
"1401","152","VAA_40ngml_2","Standard","40.000","1.22","8.266",0,"8.266","bd","576.0","1340.1","MAPH"
"1402","153","VAA_100ngml_2","Standard","100.000","1.27","14.230",0,"14.230","db","2490.1","2390.1","MAPH"
"1403","154","VAA_200ngml_2","Standard","200.000","1.17","13.014",0,"13.014","bb","2099.8","949.9","MAPH"
"1404","155","VAA_500ngml_2","Standard","500.000","1.23","8.532",0,"8.532","dd","661.4","32.3","MAPH"
"1405","156","VAA_1000ngml_2","Standard","1000.000","1.23","3.514",0,"3.514","dbI","0.0","-100.0","MAPH"
"1406","157","Blank_04","Blank","0","1.24","4.629",0,"4.629","bdI","0.0","0","MAPH"
"1407","158","Blank_05","Blank","0","0","0",0,"0","0","0","0","MAPH"
